 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/diamonds.yml', data_parallel=False, dataset='Diamonds', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='TabNet', n_trials=69, nominal_idx=None, num_classes=1, num_features=9, num_idx=None, num_splits=5, objective='regression', one_hot_encode=False, optimize_hyperparameters=True, ordinal_encode=True, ordinal_idx=[1, 2, 3], scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Diamonds...
Dataset loaded! 

X b4 encoding : [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 

(53940, 9)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: None
Ordinal Idx: [1, 2, 3]
Cat Dims: None 
 

Normonal Idx: None
Cat Idx Part II: [1, 2, 3] 
ENDE 
 

X after Nominal Encoding: [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 
 

Scaling the data...
X after Scaling: [-1.1981678055010725 'Ideal' 'E' 'SI2' -0.1740915083097858
 -1.0996719906799668 -1.5878374489219242 -1.5361955629431636
 -1.5711291873012518] 
 

Using an existing study with name 'TabNet_Diamonds' instead of creating a new one.
In get_device
In get_device
epoch 0  | loss: 12251517.14596| eval_rmse: 1159.0435|  0:00:16s

Early stopping occurred at epoch 29 with best_epoch = 9 and best_eval_rmse = 609.68399
Saved Losses
{'MSE - mean': 334799.8324966035, 'MSE - std': 27637.290505050332, 'R2 - mean': 0.978952554662586, 'R2 - std': 0.0018014614463593608} 
 

Saving model.....
Results After CV: {'MSE - mean': 334799.8324966035, 'MSE - std': 27637.290505050332, 'R2 - mean': 0.978952554662586, 'R2 - std': 0.0018014614463593608}
Train time: 666.1977688714
Inference time: 1.0828169263997551
Finished cross validation
Hyperparam was saved!!! Hurrah!!!
Trial 113 finished with value: 334799.8324966035 and parameters: {'n_d': 57, 'n_steps': 3, 'gamma': 1.1739134608976016, 'cat_emb_dim': 2, 'n_independent': 4, 'n_shared': 3, 'momentum': 0.005429475942919865, 'mask_type': 'entmax'}. Best is trial 27 with value: 295490.8463921569.
In get_device
In get_device
epoch 0  | loss: 9437034.19251| eval_rmse: 786.07904|  0:00:13s
epoch 1  | loss: 697219.40755| eval_rmse: 861.91776|  0:00:26s
epoch 2  | loss: 655679.54627| eval_rmse: 862.79451|  0:00:39s
epoch 3  | loss: 636183.01011| eval_rmse: 1718.49207|  0:00:52s
epoch 4  | loss: 646088.97445| eval_rmse: 2274.0417|  0:01:05s
epoch 5  | loss: 621974.77031| eval_rmse: 3135.16618|  0:01:18s
epoch 6  | loss: 628640.37542| eval_rmse: 2093.95972|  0:01:30s
epoch 7  | loss: 597238.16061| eval_rmse: 2178.36635|  0:01:42s
epoch 8  | loss: 608025.67744| eval_rmse: 2064.70772|  0:01:56s
epoch 9  | loss: 597481.46541| eval_rmse: 2528.91598|  0:02:09s
epoch 10 | loss: 592761.74522| eval_rmse: 3542.22981|  0:02:22s
epoch 11 | loss: 573771.56445| eval_rmse: 2900.57728|  0:02:33s
epoch 12 | loss: 596975.36842| eval_rmse: 2643.89809|  0:02:47s
epoch 13 | loss: 544648.49342| eval_rmse: 2673.689|  0:03:01s
epoch 14 | loss: 552770.34199| eval_rmse: 888.11763|  0:03:14s
epoch 15 | loss: 531512.72098| eval_rmse: 975.57562|  0:03:26s
epoch 16 | loss: 529777.89355| eval_rmse: 604.42115|  0:03:39s
epoch 17 | loss: 537058.10655| eval_rmse: 1049.12886|  0:03:53s
epoch 18 | loss: 526039.0899| eval_rmse: 1273.9834|  0:04:06s
epoch 19 | loss: 494340.63168| eval_rmse: 710.74905|  0:04:19s
epoch 20 | loss: 507072.13766| eval_rmse: 971.98018|  0:04:32s
epoch 21 | loss: 513341.31359| eval_rmse: 588.70669|  0:04:44s
epoch 22 | loss: 497483.48108| eval_rmse: 608.60032|  0:04:57s
epoch 23 | loss: 472299.83411| eval_rmse: 558.1541|  0:05:09s
epoch 24 | loss: 467952.82242| eval_rmse: 684.4437|  0:05:22s
epoch 25 | loss: 492535.48159| eval_rmse: 787.44997|  0:05:34s
epoch 26 | loss: 465877.93233| eval_rmse: 533.21002|  0:05:47s
epoch 27 | loss: 455711.22123| eval_rmse: 578.06323|  0:06:01s
epoch 28 | loss: 457013.18648| eval_rmse: 706.24055|  0:06:14s
epoch 29 | loss: 446414.80207| eval_rmse: 534.83573|  0:06:27s
epoch 30 | loss: 433539.37486| eval_rmse: 556.38406|  0:06:40s
epoch 31 | loss: 451164.60567| eval_rmse: 656.45785|  0:06:52s
epoch 32 | loss: 458372.72608| eval_rmse: 570.23306|  0:07:05s
epoch 33 | loss: 431351.46945| eval_rmse: 738.26394|  0:07:18s
epoch 34 | loss: 419017.69265| eval_rmse: 587.55477|  0:07:31s
epoch 35 | loss: 448790.08431| eval_rmse: 544.57331|  0:07:44s
epoch 36 | loss: 418306.20813| eval_rmse: 548.85363|  0:07:58s
epoch 37 | loss: 425230.94084| eval_rmse: 558.85438|  0:08:10s
epoch 38 | loss: 408140.99258| eval_rmse: 520.28137|  0:08:22s
epoch 39 | loss: 421802.23739| eval_rmse: 528.1236|  0:08:34s
epoch 40 | loss: 404516.56187| eval_rmse: 569.68694|  0:08:47s
epoch 41 | loss: 408639.12468| eval_rmse: 545.26957|  0:08:59s
epoch 42 | loss: 423839.87593| eval_rmse: 686.41427|  0:09:13s
epoch 43 | loss: 401301.67192| eval_rmse: 530.0445|  0:09:25s
epoch 44 | loss: 399146.96022| eval_rmse: 627.97593|  0:09:38s
epoch 45 | loss: 412606.83689| eval_rmse: 527.68892|  0:09:51s
epoch 46 | loss: 380876.33202| eval_rmse: 709.33035|  0:10:03s
epoch 47 | loss: 390293.39255| eval_rmse: 534.98477|  0:10:15s
epoch 48 | loss: 383272.49344| eval_rmse: 555.4713|  0:10:28s
epoch 49 | loss: 397586.19496| eval_rmse: 559.87423|  0:10:41s
epoch 50 | loss: 386180.28188| eval_rmse: 541.41976|  0:10:55s
epoch 51 | loss: 371904.43131| eval_rmse: 524.63066|  0:11:08s
epoch 52 | loss: 380984.42118| eval_rmse: 704.9507|  0:11:21s
epoch 53 | loss: 383863.58355| eval_rmse: 543.30724|  0:11:33s
epoch 54 | loss: 368219.98196| eval_rmse: 525.50426|  0:11:46s
epoch 55 | loss: 370962.03865| eval_rmse: 657.44892|  0:11:58s
epoch 56 | loss: 372561.11179| eval_rmse: 557.15558|  0:12:11s
epoch 57 | loss: 367025.54708| eval_rmse: 696.63012|  0:12:25s
epoch 58 | loss: 374385.15892| eval_rmse: 701.4342|  0:12:38s

Early stopping occurred at epoch 58 with best_epoch = 38 and best_eval_rmse = 520.28137
Saved Losses
{'MSE - mean': 270692.7044902055, 'MSE - std': 0.0, 'R2 - mean': 0.9823943984776728, 'R2 - std': 0.0} 
 

In get_device
epoch 0  | loss: 9066367.02912| eval_rmse: 687.77628|  0:00:12s
epoch 1  | loss: 735495.72876| eval_rmse: 624.12416|  0:00:24s
epoch 2  | loss: 682113.37996| eval_rmse: 675.90952|  0:00:37s
epoch 3  | loss: 643496.20887| eval_rmse: 616.74651|  0:00:51s
epoch 4  | loss: 653977.22626| eval_rmse: 753.4778|  0:01:03s
epoch 5  | loss: 648143.29201| eval_rmse: 700.76878|  0:01:17s
epoch 6  | loss: 619606.34996| eval_rmse: 558.4602|  0:01:30s
epoch 7  | loss: 590068.16849| eval_rmse: 765.7309|  0:01:43s
epoch 8  | loss: 615167.25255| eval_rmse: 650.58392|  0:01:55s
epoch 9  | loss: 584278.4254| eval_rmse: 629.76439|  0:02:09s
epoch 10 | loss: 547742.43008| eval_rmse: 682.53767|  0:02:23s
epoch 11 | loss: 559810.70609| eval_rmse: 594.92032|  0:02:37s
epoch 12 | loss: 556306.66307| eval_rmse: 649.87451|  0:02:50s
epoch 13 | loss: 548517.89109| eval_rmse: 698.9078|  0:03:04s
epoch 14 | loss: 534688.15004| eval_rmse: 637.88677|  0:03:15s
epoch 15 | loss: 525970.24685| eval_rmse: 769.69456|  0:03:28s
epoch 16 | loss: 527375.20588| eval_rmse: 578.72979|  0:03:41s
epoch 17 | loss: 518872.82479| eval_rmse: 674.5068|  0:03:53s
epoch 18 | loss: 530059.72274| eval_rmse: 630.14458|  0:04:06s
epoch 19 | loss: 491057.79173| eval_rmse: 913.62781|  0:04:20s
epoch 20 | loss: 488043.78746| eval_rmse: 576.58588|  0:04:33s
epoch 21 | loss: 485758.71685| eval_rmse: 631.88408|  0:04:46s
epoch 22 | loss: 462918.90231| eval_rmse: 717.23666|  0:04:59s
epoch 23 | loss: 487361.44339| eval_rmse: 574.17428|  0:05:10s
epoch 24 | loss: 441439.00021| eval_rmse: 616.54792|  0:05:23s
epoch 25 | loss: 483989.00181| eval_rmse: 574.72941|  0:05:37s
epoch 26 | loss: 453739.83332| eval_rmse: 659.42574|  0:05:49s

Early stopping occurred at epoch 26 with best_epoch = 6 and best_eval_rmse = 558.4602
Saved Losses
{'MSE - mean': 291285.248901674, 'MSE - std': 20592.544411468494, 'R2 - mean': 0.9813660449274705, 'R2 - std': 0.0010283535502023655} 
 

In get_device
epoch 0  | loss: 9218035.58114| eval_rmse: 772.75083|  0:00:13s
epoch 1  | loss: 704133.42007| eval_rmse: 656.76371|  0:00:25s
epoch 2  | loss: 652504.98897| eval_rmse: 626.76016|  0:00:39s
epoch 3  | loss: 619959.82567| eval_rmse: 1231.68713|  0:00:51s
epoch 4  | loss: 609783.02008| eval_rmse: 649.14085|  0:01:02s
epoch 5  | loss: 622543.28181| eval_rmse: 966.29963|  0:01:15s
epoch 6  | loss: 607704.12713| eval_rmse: 642.12479|  0:01:29s
epoch 7  | loss: 573455.60488| eval_rmse: 672.19952|  0:01:42s
epoch 8  | loss: 584821.88367| eval_rmse: 666.03677|  0:01:54s
epoch 9  | loss: 580218.55453| eval_rmse: 666.17877|  0:02:08s
epoch 10 | loss: 547192.86123| eval_rmse: 699.49595|  0:02:21s
epoch 11 | loss: 548754.72436| eval_rmse: 610.10783|  0:02:35s
epoch 12 | loss: 529119.25909| eval_rmse: 735.11639|  0:02:47s
epoch 13 | loss: 509403.98651| eval_rmse: 599.41642|  0:03:00s
epoch 14 | loss: 522760.21657| eval_rmse: 787.60209|  0:03:14s
epoch 15 | loss: 499497.50556| eval_rmse: 1014.47787|  0:03:27s
epoch 16 | loss: 497200.52615| eval_rmse: 610.14536|  0:03:39s
epoch 17 | loss: 479221.85701| eval_rmse: 631.90669|  0:03:53s
epoch 18 | loss: 475272.23118| eval_rmse: 599.08086|  0:04:07s
epoch 19 | loss: 469248.34185| eval_rmse: 602.96177|  0:04:19s
epoch 20 | loss: 463919.00482| eval_rmse: 586.29889|  0:04:32s
epoch 21 | loss: 468370.38513| eval_rmse: 687.52311|  0:04:46s
epoch 22 | loss: 436165.24643| eval_rmse: 656.63953|  0:04:57s
epoch 23 | loss: 454626.5491| eval_rmse: 636.23214|  0:05:11s
epoch 24 | loss: 428793.93129| eval_rmse: 653.05809|  0:05:23s
epoch 25 | loss: 444732.8954| eval_rmse: 673.96299|  0:05:36s
epoch 26 | loss: 442722.40324| eval_rmse: 625.40011|  0:05:49s
epoch 27 | loss: 425246.80323| eval_rmse: 666.2701|  0:06:02s
epoch 28 | loss: 435126.69246| eval_rmse: 644.71474|  0:06:15s
epoch 29 | loss: 427410.1703| eval_rmse: 688.48528|  0:06:28s
epoch 30 | loss: 418756.19026| eval_rmse: 594.99585|  0:06:40s
epoch 31 | loss: 424957.42051| eval_rmse: 717.35194|  0:06:51s
epoch 32 | loss: 402870.89737| eval_rmse: 566.31558|  0:07:03s
epoch 33 | loss: 383782.08517| eval_rmse: 651.96992|  0:07:16s
epoch 34 | loss: 419086.25735| eval_rmse: 734.05974|  0:07:30s
epoch 35 | loss: 403549.23776| eval_rmse: 835.76687|  0:07:43s
epoch 36 | loss: 393601.85766| eval_rmse: 630.77349|  0:07:57s
epoch 37 | loss: 390621.37927| eval_rmse: 571.31804|  0:08:11s
epoch 38 | loss: 390458.70048| eval_rmse: 919.47154|  0:08:23s
epoch 39 | loss: 413269.69909| eval_rmse: 621.61003|  0:08:37s
epoch 40 | loss: 378671.13209| eval_rmse: 600.00325|  0:08:50s
epoch 41 | loss: 385589.21935| eval_rmse: 599.76571|  0:09:02s
epoch 42 | loss: 394356.53983| eval_rmse: 687.25212|  0:09:16s
epoch 43 | loss: 386690.08573| eval_rmse: 672.1956|  0:09:29s
epoch 44 | loss: 366091.3303| eval_rmse: 672.64876|  0:09:43s
epoch 45 | loss: 377274.23565| eval_rmse: 650.37653|  0:09:55s
epoch 46 | loss: 353033.9991| eval_rmse: 573.98144|  0:10:10s
epoch 47 | loss: 370206.09405| eval_rmse: 612.97562|  0:10:22s
epoch 48 | loss: 373754.24295| eval_rmse: 588.89366|  0:10:36s
epoch 49 | loss: 366438.9079| eval_rmse: 734.16563|  0:10:50s
epoch 50 | loss: 376704.43534| eval_rmse: 603.95877|  0:11:02s
epoch 51 | loss: 378257.46796| eval_rmse: 652.73221|  0:11:14s
epoch 52 | loss: 377988.9649| eval_rmse: 755.7907|  0:11:27s

Early stopping occurred at epoch 52 with best_epoch = 32 and best_eval_rmse = 566.31558
Saved Losses
{'MSE - mean': 301094.61287193204, 'MSE - std': 21797.91656468252, 'R2 - mean': 0.9809139898209401, 'R2 - std': 0.0010553269579405547} 
 

In get_device
epoch 0  | loss: 9106303.7022| eval_rmse: 757.60772|  0:00:14s
epoch 1  | loss: 741166.23748| eval_rmse: 627.98848|  0:00:27s
epoch 2  | loss: 679848.25505| eval_rmse: 663.67644|  0:00:41s
epoch 3  | loss: 641507.20563| eval_rmse: 686.52707|  0:00:53s
epoch 4  | loss: 637341.27462| eval_rmse: 701.59249|  0:01:06s
epoch 5  | loss: 639414.48572| eval_rmse: 955.06133|  0:01:18s
epoch 6  | loss: 620554.50014| eval_rmse: 674.51799|  0:01:30s
epoch 7  | loss: 582430.54219| eval_rmse: 765.76545|  0:01:44s
epoch 8  | loss: 586269.15069| eval_rmse: 622.1431|  0:01:57s
epoch 9  | loss: 613561.95234| eval_rmse: 614.00039|  0:02:10s
epoch 10 | loss: 557248.34857| eval_rmse: 787.17584|  0:02:23s
epoch 11 | loss: 571562.97946| eval_rmse: 572.30624|  0:02:36s
epoch 12 | loss: 575541.96064| eval_rmse: 595.57277|  0:02:47s
epoch 13 | loss: 557121.05721| eval_rmse: 574.50752|  0:03:01s
epoch 14 | loss: 556527.91286| eval_rmse: 935.04135|  0:03:15s
epoch 15 | loss: 530392.82006| eval_rmse: 754.78422|  0:03:28s
epoch 16 | loss: 546376.89619| eval_rmse: 657.88464|  0:03:42s
epoch 17 | loss: 530844.35866| eval_rmse: 647.04148|  0:03:55s
epoch 18 | loss: 529557.21448| eval_rmse: 586.27141|  0:04:08s
epoch 19 | loss: 497045.48319| eval_rmse: 780.79532|  0:04:21s
epoch 20 | loss: 505729.70178| eval_rmse: 649.81  |  0:04:34s
epoch 21 | loss: 513139.19733| eval_rmse: 594.59886|  0:04:48s
epoch 22 | loss: 476031.41548| eval_rmse: 832.74601|  0:05:01s
epoch 23 | loss: 489679.99662| eval_rmse: 555.92715|  0:05:14s
epoch 24 | loss: 481148.53714| eval_rmse: 716.46941|  0:05:27s
epoch 25 | loss: 485573.93412| eval_rmse: 634.20649|  0:05:41s
epoch 26 | loss: 449940.93224| eval_rmse: 647.86962|  0:05:53s
epoch 27 | loss: 454592.38214| eval_rmse: 584.37381|  0:06:05s
epoch 28 | loss: 454764.45985| eval_rmse: 576.08123|  0:06:18s
epoch 29 | loss: 424108.51882| eval_rmse: 587.60345|  0:06:30s
epoch 30 | loss: 435937.90989| eval_rmse: 605.31438|  0:06:43s
epoch 31 | loss: 416546.73016| eval_rmse: 571.24562|  0:06:56s
epoch 32 | loss: 431572.98757| eval_rmse: 547.25449|  0:07:08s
epoch 33 | loss: 410954.31588| eval_rmse: 661.97593|  0:07:21s
epoch 34 | loss: 423838.85808| eval_rmse: 954.64885|  0:07:34s
epoch 35 | loss: 439627.85914| eval_rmse: 645.18099|  0:07:47s
epoch 36 | loss: 421716.45257| eval_rmse: 584.54639|  0:08:01s
epoch 37 | loss: 432546.56561| eval_rmse: 634.3417|  0:08:14s
epoch 38 | loss: 411175.88515| eval_rmse: 611.88805|  0:08:28s
epoch 39 | loss: 394475.60506| eval_rmse: 576.12599|  0:08:41s
epoch 40 | loss: 405083.90154| eval_rmse: 583.19555|  0:08:54s
epoch 41 | loss: 393753.89663| eval_rmse: 601.94277|  0:09:07s
epoch 42 | loss: 391165.49641| eval_rmse: 579.93117|  0:09:20s
epoch 43 | loss: 392833.15259| eval_rmse: 570.34175|  0:09:33s
epoch 44 | loss: 398885.80371| eval_rmse: 552.61989|  0:09:45s
epoch 45 | loss: 379559.93884| eval_rmse: 558.11289|  0:09:58s
epoch 46 | loss: 376074.52154| eval_rmse: 703.89179|  0:10:11s
epoch 47 | loss: 387521.15263| eval_rmse: 591.34  |  0:10:23s
epoch 48 | loss: 396049.6292| eval_rmse: 645.51837|  0:10:36s
epoch 49 | loss: 406299.39563| eval_rmse: 737.60958|  0:10:49s
epoch 50 | loss: 376864.80879| eval_rmse: 673.86279|  0:11:03s
epoch 51 | loss: 382246.62813| eval_rmse: 625.24146|  0:11:15s
epoch 52 | loss: 377479.63253| eval_rmse: 934.32854|  0:11:28s

Early stopping occurred at epoch 52 with best_epoch = 32 and best_eval_rmse = 547.25449
Saved Losses
{'MSE - mean': 300692.82930730237, 'MSE - std': 18890.372283760447, 'R2 - mean': 0.9810647041436592, 'R2 - std': 0.0009504896960698659} 
 

In get_device
epoch 0  | loss: 9162155.34356| eval_rmse: 685.18591|  0:00:11s
epoch 1  | loss: 739363.11434| eval_rmse: 674.70527|  0:00:26s
epoch 2  | loss: 668400.97107| eval_rmse: 668.91007|  0:00:38s
epoch 3  | loss: 639314.67317| eval_rmse: 776.75241|  0:00:51s
epoch 4  | loss: 637958.90013| eval_rmse: 837.29303|  0:01:04s
epoch 5  | loss: 641016.08846| eval_rmse: 790.22662|  0:01:17s
epoch 6  | loss: 643972.07683| eval_rmse: 793.66645|  0:01:31s
epoch 7  | loss: 622274.10117| eval_rmse: 921.32105|  0:01:43s
epoch 8  | loss: 611657.17243| eval_rmse: 915.82795|  0:01:56s
epoch 9  | loss: 611824.38205| eval_rmse: 783.0331|  0:02:08s
epoch 10 | loss: 583896.3246| eval_rmse: 621.25961|  0:02:21s
epoch 11 | loss: 574720.21286| eval_rmse: 609.83012|  0:02:34s
epoch 12 | loss: 588233.28139| eval_rmse: 634.90139|  0:02:48s
epoch 13 | loss: 543095.36475| eval_rmse: 849.87298|  0:03:01s
epoch 14 | loss: 582335.03255| eval_rmse: 628.40354|  0:03:15s
epoch 15 | loss: 550549.15982| eval_rmse: 753.15458|  0:03:28s
epoch 16 | loss: 514371.91705| eval_rmse: 664.03879|  0:03:40s
epoch 17 | loss: 565316.5771| eval_rmse: 849.60453|  0:03:53s
epoch 18 | loss: 524487.42577| eval_rmse: 718.45162|  0:04:05s
epoch 19 | loss: 503325.70016| eval_rmse: 706.50196|  0:04:17s
epoch 20 | loss: 516986.5204| eval_rmse: 1058.12736|  0:04:30s
epoch 21 | loss: 535902.67429| eval_rmse: 965.14757|  0:04:43s
epoch 22 | loss: 508098.75779| eval_rmse: 838.79163|  0:04:57s
epoch 23 | loss: 490287.36322| eval_rmse: 601.46995|  0:05:10s
epoch 24 | loss: 485874.40996| eval_rmse: 793.95244|  0:05:24s
epoch 25 | loss: 536315.69028| eval_rmse: 778.29232|  0:05:36s
epoch 26 | loss: 469426.85344| eval_rmse: 702.58717|  0:05:50s
epoch 27 | loss: 487969.46221| eval_rmse: 716.74175|  0:06:02s
epoch 28 | loss: 492395.39596| eval_rmse: 668.88144|  0:06:14s
epoch 29 | loss: 454701.34797| eval_rmse: 768.2371|  0:06:28s
epoch 30 | loss: 449852.51215| eval_rmse: 626.5976|  0:06:40s
epoch 31 | loss: 474870.92818| eval_rmse: 674.94888|  0:06:53s
epoch 32 | loss: 468858.04896| eval_rmse: 602.10586|  0:07:05s
epoch 33 | loss: 465332.28941| eval_rmse: 610.29635|  0:07:18s
epoch 34 | loss: 454154.84908| eval_rmse: 721.42656|  0:07:32s
epoch 35 | loss: 449693.26303| eval_rmse: 699.24303|  0:07:45s
epoch 36 | loss: 433641.10991| eval_rmse: 818.45934|  0:07:59s
epoch 37 | loss: 443272.23618| eval_rmse: 649.98445|  0:08:12s
epoch 38 | loss: 408218.34797| eval_rmse: 597.36806|  0:08:24s
epoch 39 | loss: 432409.68463| eval_rmse: 732.27103|  0:08:37s
epoch 40 | loss: 395472.35803| eval_rmse: 631.99432|  0:08:48s
epoch 41 | loss: 427496.57785| eval_rmse: 633.06521|  0:09:01s
epoch 42 | loss: 431330.55953| eval_rmse: 586.971 |  0:09:15s
epoch 43 | loss: 410932.81396| eval_rmse: 570.44068|  0:09:27s
epoch 44 | loss: 389203.85789| eval_rmse: 616.79935|  0:09:40s
epoch 45 | loss: 390294.52469| eval_rmse: 602.39319|  0:09:52s
epoch 46 | loss: 382339.55325| eval_rmse: 644.28849|  0:10:03s
epoch 47 | loss: 382755.37189| eval_rmse: 615.00079|  0:10:16s
epoch 48 | loss: 396594.12514| eval_rmse: 588.88887|  0:10:31s
epoch 49 | loss: 402880.25695| eval_rmse: 610.99299|  0:10:45s
epoch 50 | loss: 387679.1993| eval_rmse: 624.72913|  0:10:57s
epoch 51 | loss: 379980.78188| eval_rmse: 625.08256|  0:11:10s
epoch 52 | loss: 382277.76776| eval_rmse: 820.77964|  0:11:22s
epoch 53 | loss: 377136.25519| eval_rmse: 577.95688|  0:11:35s
epoch 54 | loss: 368928.24847| eval_rmse: 606.55905|  0:11:48s
epoch 55 | loss: 380709.54075| eval_rmse: 725.63738|  0:12:01s
epoch 56 | loss: 356598.33506| eval_rmse: 575.54703|  0:12:14s
epoch 57 | loss: 369495.28983| eval_rmse: 605.57902|  0:12:26s
epoch 58 | loss: 376212.90855| eval_rmse: 585.21236|  0:12:38s
epoch 59 | loss: 375943.2577| eval_rmse: 683.43  |  0:12:50s
epoch 60 | loss: 358739.0223| eval_rmse: 610.31118|  0:13:03s
epoch 61 | loss: 373101.03623| eval_rmse: 628.24785|  0:13:15s
epoch 62 | loss: 367508.28526| eval_rmse: 636.4988|  0:13:29s
epoch 63 | loss: 355417.40685| eval_rmse: 611.44296|  0:13:43s

Early stopping occurred at epoch 63 with best_epoch = 43 and best_eval_rmse = 570.44068
Saved Losses
{'MSE - mean': 305634.77658504236, 'MSE - std': 19574.685274586107, 'R2 - mean': 0.9808062309467074, 'R2 - std': 0.0009949764339109086} 
 

Saving model.....
Results After CV: {'MSE - mean': 305634.77658504236, 'MSE - std': 19574.685274586107, 'R2 - mean': 0.9808062309467074, 'R2 - std': 0.0009949764339109086}
Train time: 674.1402841258001
Inference time: 0.9913199596001505
Finished cross validation
Hyperparam was saved!!! Hurrah!!!
Trial 114 finished with value: 305634.77658504236 and parameters: {'n_d': 59, 'n_steps': 3, 'gamma': 1.160414979979283, 'cat_emb_dim': 2, 'n_independent': 4, 'n_shared': 3, 'momentum': 0.1360410314653014, 'mask_type': 'entmax'}. Best is trial 27 with value: 295490.8463921569.
In get_device
In get_device
epoch 0  | loss: 9215351.8814| eval_rmse: 962.85386|  0:00:13s
epoch 1  | loss: 688740.90783| eval_rmse: 824.3466|  0:00:27s
epoch 2  | loss: 667991.9904| eval_rmse: 761.5643|  0:00:38s
epoch 3  | loss: 649140.05045| eval_rmse: 755.36428|  0:00:52s
epoch 4  | loss: 655132.66413| eval_rmse: 673.00267|  0:01:05s
epoch 5  | loss: 661627.72909| eval_rmse: 629.48572|  0:01:18s
epoch 6  | loss: 605822.57423| eval_rmse: 561.34825|  0:01:30s
epoch 7  | loss: 632515.80165| eval_rmse: 566.90316|  0:01:44s
epoch 8  | loss: 584997.29275| eval_rmse: 706.02003|  0:01:56s
epoch 9  | loss: 584632.56913| eval_rmse: 559.47592|  0:02:07s
epoch 10 | loss: 566336.00232| eval_rmse: 562.92607|  0:02:20s
epoch 11 | loss: 582686.04998| eval_rmse: 664.11004|  0:02:34s
epoch 12 | loss: 543156.30735| eval_rmse: 741.21978|  0:02:47s
epoch 13 | loss: 588245.08179| eval_rmse: 603.14253|  0:03:01s
epoch 14 | loss: 554054.67656| eval_rmse: 553.99115|  0:03:14s
epoch 15 | loss: 570244.32785| eval_rmse: 930.42723|  0:03:27s
epoch 16 | loss: 527968.78728| eval_rmse: 802.20437|  0:03:38s
epoch 17 | loss: 561732.64392| eval_rmse: 650.06192|  0:03:50s
epoch 18 | loss: 517177.78793| eval_rmse: 844.71117|  0:04:04s
epoch 19 | loss: 545540.73683| eval_rmse: 579.14879|  0:04:18s
epoch 20 | loss: 513237.85525| eval_rmse: 604.12266|  0:04:30s
epoch 21 | loss: 493405.90667| eval_rmse: 689.28501|  0:04:43s
epoch 22 | loss: 484534.57729| eval_rmse: 536.77599|  0:04:56s
epoch 23 | loss: 481020.76215| eval_rmse: 573.65805|  0:05:08s
epoch 24 | loss: 505123.28185| eval_rmse: 562.54747|  0:05:20s
epoch 25 | loss: 502272.49866| eval_rmse: 586.30099|  0:05:33s
epoch 26 | loss: 488215.53329| eval_rmse: 709.47018|  0:05:45s
epoch 27 | loss: 486913.71031| eval_rmse: 637.75765|  0:05:59s
epoch 28 | loss: 466453.35091| eval_rmse: 591.44735|  0:06:13s
epoch 29 | loss: 488070.35133| eval_rmse: 580.76119|  0:06:26s
epoch 30 | loss: 475052.34746| eval_rmse: 556.73009|  0:06:39s
epoch 31 | loss: 456496.58128| eval_rmse: 590.03188|  0:06:52s
epoch 32 | loss: 451163.57625| eval_rmse: 631.97897|  0:07:03s
epoch 33 | loss: 450708.66395| eval_rmse: 535.22629|  0:07:15s
epoch 34 | loss: 416228.6779| eval_rmse: 589.80995|  0:07:28s
epoch 35 | loss: 422445.55675| eval_rmse: 639.26655|  0:07:40s
epoch 36 | loss: 440285.64853| eval_rmse: 541.24331|  0:07:52s
epoch 37 | loss: 452708.61707| eval_rmse: 627.75679|  0:08:03s
epoch 38 | loss: 405994.52627| eval_rmse: 584.00084|  0:08:16s
epoch 39 | loss: 411022.69571| eval_rmse: 539.81336|  0:08:30s
epoch 40 | loss: 425887.46265| eval_rmse: 543.21943|  0:08:44s
epoch 41 | loss: 424301.59482| eval_rmse: 579.04944|  0:08:57s
epoch 42 | loss: 409355.58545| eval_rmse: 846.32311|  0:09:09s
epoch 43 | loss: 410161.72297| eval_rmse: 756.36187|  0:09:21s
epoch 44 | loss: 421372.67512| eval_rmse: 635.75765|  0:09:34s
epoch 45 | loss: 400731.17663| eval_rmse: 543.85283|  0:09:46s
epoch 46 | loss: 396120.64679| eval_rmse: 609.48223|  0:09:58s
epoch 47 | loss: 400740.47969| eval_rmse: 536.02342|  0:10:10s
epoch 48 | loss: 395220.98915| eval_rmse: 553.32357|  0:10:22s
epoch 49 | loss: 410716.75478| eval_rmse: 549.22234|  0:10:35s
epoch 50 | loss: 400649.57043| eval_rmse: 603.6748|  0:10:47s
epoch 51 | loss: 383286.14369| eval_rmse: 532.37997|  0:11:00s
epoch 52 | loss: 405268.7137| eval_rmse: 539.22543|  0:11:13s
epoch 53 | loss: 397293.61042| eval_rmse: 620.03774|  0:11:26s
epoch 54 | loss: 406472.92904| eval_rmse: 546.83281|  0:11:38s
epoch 55 | loss: 415178.30691| eval_rmse: 638.9891|  0:11:51s
