

----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/boston.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/boston.yml', data_parallel=False, dataset='Boston', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=1, nominal_idx=[3], num_classes=1, num_features=13, num_idx=None, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Boston...
Dataset loaded! 

X b4 encoding : [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 

(506, 13)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: [3]
Ordinal Idx: None
Cat Dims: None 
 

Normonal Idx: [3]
Cat Idx Part II: [3] 
ENDE 
 

X after Nominal Encoding: [6.320e-03 1.800e+01 2.310e+00 0.000e+00 5.380e-01 6.575e+00 6.520e+01
 4.090e+00 1.000e+00 2.960e+02 1.530e+01 3.969e+02 4.980e+00] 
 

Scaling the data...
X after Scaling: [-0.41978194  0.28482986 -1.2879095   0.         -0.14421743  0.41367189
 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038  0.44105193
 -1.0755623 ] 
 

One Hot Encoding...
X after One Hot Encoding: [ 1.          0.         -0.41978194  0.28482986 -1.2879095  -0.14421743
  0.41367189 -0.12001342  0.1402136  -0.98284286 -0.66660821 -1.45900038
  0.44105193 -1.0755623 ] 
 

args.num_features: 14
args.cat_idx: None
Cat Dims: []
Early stopping applies.
Saved Losses
{'MSE - mean': 10.530280948829601, 'MSE - std': 3.1591649216588524, 'R2 - mean': 0.8707120360485215, 'R2 - std': 0.04419347901843975} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 439.3401184082031
Epoch 1 loss 372.4648742675781
Epoch 2 loss 302.7443542480469
Epoch 3 loss 214.94183349609375
Epoch 4 loss 124.70321655273438
Epoch 5 loss 70.21025085449219
Epoch 6 loss 88.95606994628906
Epoch 7 loss 54.4383544921875
Epoch 8 loss 47.082393646240234
Epoch 9 loss 48.50215530395508
Epoch 10 loss 37.625057220458984
Epoch 11 loss 33.9677619934082
Epoch 12 loss 27.426435470581055
Epoch 13 loss 22.813371658325195
Epoch 14 loss 20.374013900756836
Epoch 15 loss 17.21192169189453
Epoch 16 loss 16.143442153930664
Epoch 17 loss 14.763405799865723
Epoch 18 loss 12.22504997253418
Epoch 19 loss 11.770522117614746
Epoch 20 loss 12.225297927856445
Epoch 21 loss 12.786466598510742
Epoch 22 loss 13.226019859313965
Epoch 23 loss 11.643744468688965
Epoch 24 loss 11.469663619995117
Epoch 25 loss 10.87307071685791
Epoch 26 loss 10.030558586120605
Epoch 27 loss 9.555598258972168
Epoch 28 loss 10.96204662322998
Epoch 29 loss 9.319687843322754
Epoch 30 loss 8.948953628540039
Epoch 31 loss 9.646501541137695
Epoch 32 loss 11.0975980758667
Epoch 33 loss 18.707969665527344
Epoch 34 loss 12.274517059326172
Epoch 35 loss 11.839193344116211
Epoch 36 loss 8.228344917297363
Epoch 37 loss 7.923684597015381
Epoch 38 loss 8.201238632202148
Epoch 39 loss 8.150941848754883
Epoch 40 loss 7.961794376373291
Epoch 41 loss 8.967140197753906
Epoch 42 loss 7.558922290802002
Epoch 43 loss 8.916415214538574
Epoch 44 loss 7.957955837249756
Epoch 45 loss 8.103006362915039
Epoch 46 loss 7.419101715087891
Epoch 47 loss 8.618947982788086
Epoch 48 loss 7.212749481201172
Epoch 49 loss 8.072094917297363
Epoch 50 loss 7.634864807128906
Epoch 51 loss 7.203255653381348
Epoch 52 loss 7.326428413391113
Epoch 53 loss 7.0519185066223145
Epoch 54 loss 6.664076805114746
Epoch 55 loss 8.51872730255127
Epoch 56 loss 8.825394630432129
Epoch 57 loss 9.231284141540527
Epoch 58 loss 6.716217994689941
Epoch 59 loss 8.554719924926758
Epoch 60 loss 6.618865489959717
Epoch 61 loss 8.004436492919922
Epoch 62 loss 6.740807056427002
Epoch 63 loss 7.599788665771484
Epoch 64 loss 7.9688944816589355
Epoch 65 loss 7.5557427406311035
Epoch 66 loss 7.055998802185059
Epoch 67 loss 6.989958763122559
Epoch 68 loss 7.823575496673584
Epoch 69 loss 6.78402853012085
Epoch 70 loss 8.767598152160645
Epoch 71 loss 6.731009006500244
Epoch 72 loss 6.611692905426025
Epoch 73 loss 7.316296100616455
Epoch 74 loss 6.089790344238281
Epoch 75 loss 7.184248924255371
Epoch 76 loss 6.796678066253662
Epoch 77 loss 9.105224609375
Epoch 78 loss 6.670832633972168
Epoch 79 loss 7.729162216186523
Epoch 80 loss 6.39201021194458
Epoch 81 loss 8.027524948120117
Epoch 82 loss 6.734285354614258
Epoch 83 loss 7.22479772567749
Epoch 84 loss 7.563719272613525
Epoch 85 loss 7.368923187255859
Epoch 86 loss 9.024406433105469
Epoch 87 loss 7.027227401733398
Epoch 88 loss 7.442900657653809
Epoch 89 loss 6.830240726470947
Epoch 90 loss 7.781291961669922
Epoch 91 loss 6.903820037841797
Epoch 92 loss 6.425058364868164
Epoch 93 loss 6.6939873695373535
Epoch 94 loss 8.88704776763916
Epoch 95 loss 6.786391735076904
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 9.42015904250624, 'MSE - std': 3.344002720150939, 'R2 - mean': 0.8828572725827932, 'R2 - std': 0.04367285200482312} 
 

In get_device
Using dim 128 and batch size 128
Epoch 0 loss 457.0494079589844
Epoch 1 loss 385.3407287597656
Epoch 2 loss 308.30517578125
Epoch 3 loss 213.65182495117188
Epoch 4 loss 121.74798583984375
Epoch 5 loss 86.8662109375
Epoch 6 loss 98.92086791992188
Epoch 7 loss 72.9029312133789
Epoch 8 loss 59.95927810668945
Epoch 9 loss 51.84187698364258
Epoch 10 loss 49.95960235595703
Epoch 11 loss 43.31785202026367
Epoch 12 loss 33.17203140258789
Epoch 13 loss 28.52821159362793
Epoch 14 loss 27.730712890625
Epoch 15 loss 23.495914459228516
Epoch 16 loss 21.452123641967773
Epoch 17 loss 18.24321746826172
Epoch 18 loss 16.7857666015625
Epoch 19 loss 16.033754348754883
Epoch 20 loss 14.34528923034668
Epoch 21 loss 17.326705932617188
Epoch 22 loss 13.910993576049805
Epoch 23 loss 14.430994033813477
Epoch 24 loss 12.60255241394043
Epoch 25 loss 13.178430557250977
Epoch 26 loss 12.593894958496094
Epoch 27 loss 12.418368339538574
Epoch 28 loss 11.815040588378906
Epoch 29 loss 11.522401809692383
Epoch 30 loss 11.793824195861816
Epoch 31 loss 11.987821578979492
Epoch 32 loss 11.855957984924316
Epoch 33 loss 12.31884765625
Epoch 34 loss 12.30067253112793
Epoch 35 loss 12.205525398254395
Epoch 36 loss 12.951786041259766
Epoch 37 loss 12.663320541381836
Epoch 38 loss 14.088741302490234
Epoch 39 loss 14.155513763427734
Epoch 40 loss 13.29011344909668
Epoch 41 loss 12.114931106567383
Epoch 42 loss 10.94965934753418
Epoch 43 loss 11.576099395751953
Epoch 44 loss 10.92937183380127
Epoch 45 loss 10.42261791229248
Epoch 46 loss 10.715051651000977
Epoch 47 loss 11.784306526184082
Epoch 48 loss 10.082801818847656
Epoch 49 loss 10.749330520629883
Epoch 50 loss 9.910553932189941
Epoch 51 loss 10.414668083190918
Epoch 52 loss 11.935446739196777
Epoch 53 loss 9.769242286682129
Epoch 54 loss 12.651798248291016
Epoch 55 loss 9.605891227722168
Epoch 56 loss 10.627323150634766
Epoch 57 loss 9.590446472167969
Epoch 58 loss 9.685126304626465
Epoch 59 loss 9.41716480255127
Epoch 60 loss 10.484137535095215
Epoch 61 loss 9.194209098815918
Epoch 62 loss 9.770895957946777
Epoch 63 loss 8.752721786499023
Epoch 64 loss 10.799324989318848
Epoch 65 loss 9.57368278503418
Epoch 66 loss 9.76296329498291
Epoch 67 loss 13.074896812438965
Epoch 68 loss 11.379766464233398
Epoch 69 loss 13.8184175491333
Epoch 70 loss 11.65987777709961
Epoch 71 loss 11.155702590942383
Epoch 72 loss 9.69979476928711
Epoch 73 loss 9.173789024353027
Epoch 74 loss 10.551984786987305
Epoch 75 loss 10.422310829162598
Epoch 76 loss 10.029967308044434
Epoch 77 loss 11.421590805053711
Epoch 78 loss 10.40472412109375
Epoch 79 loss 9.994279861450195
Epoch 80 loss 12.449882507324219
Epoch 81 loss 9.280369758605957
Epoch 82 loss 10.087311744689941
Epoch 83 loss 10.207091331481934
Epoch 84 loss 9.835312843322754
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 9.28667087964801, 'MSE - std': 3.002858590142827, 'R2 - mean': 0.8871073371133777, 'R2 - std': 0.039976325441999715} 
 

Saving model.....
Results After CV: {'MSE - mean': 9.28667087964801, 'MSE - std': 3.002858590142827, 'R2 - mean': 0.8871073371133777, 'R2 - std': 0.039976325441999715}
Train time: 112.08230835499998
Inference time: 0.17067315699998745
Finished cross validation


----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/socmob.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/socmob.yml', data_parallel=False, dataset='Socmob', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=1, nominal_idx=[0, 1, 2, 3], num_classes=1, num_features=5, num_idx=None, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Socmob...
Dataset loaded! 

X b4 encoding : ['Professional_Self-Employed' 'Professional_Self-Employed' 'intact'
 'white' 22.9] 

(1156, 5)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: [0, 1, 2, 3]
Ordinal Idx: None
Cat Dims: None 
 

Normonal Idx: [0, 1, 2, 3]
Cat Idx Part II: [0, 1, 2, 3] 
ENDE 
 

X after Nominal Encoding: ['Professional_Self-Employed' 'Professional_Self-Employed' 'intact'
 'white' 22.9] 
 

Scaling the data...
X after Scaling: ['Professional_Self-Employed' 'Professional_Self-Employed' 'intact'
 'white' 0.13440189107338416] 
 

One Hot Encoding...
X after One Hot Encoding: [0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0
 0.0 1.0 0.13440189107338416] 
 

args.num_features: 39
args.cat_idx: None
Cat Dims: []
New Shape: (1156, 39)
False 
 

Using an existing study with name 'SAINT_Socmob' instead of creating a new one.
In get_device
Using dim 128 and batch size 128
In get_device
Using dim 128 and batch size 128
Trial 2 failed with parameters: {'dim': 128, 'depth': 2, 'heads': 4, 'dropout': 0.7} because of the following error: OutOfMemoryError('CUDA out of memory. Tried to allocate 400.00 MiB. GPU 0 has a total capacity of 7.79 GiB of which 400.44 MiB is free. Including non-PyTorch memory, this process has 7.39 GiB memory in use. Of the allocated memory 7.22 GiB is allocated by PyTorch, and 42.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)').
Traceback (most recent call last):
  File "/home/mburu/.local/lib/python3.8/site-packages/optuna/study/_optimize.py", line 197, in _run_trial
    value_or_values = func(trial)
  File "train.py", line 134, in __call__
    sc, time = cross_validation(model, self.X, self.y, self.args, visual=False)
  File "train.py", line 46, in cross_validation
    loss_history, val_loss_history = curr_model.fit(X_train, y_train, X_test, y_test)  # X_val, y_val)
  File "/home/mburu/Master_Thesis/master-thesis-da/DNN_Trial/models/saint.py", line 132, in fit
    optimizer.step()
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/optim/optimizer.py", line 484, in wrapper
    out = func(*args, **kwargs)
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/optim/optimizer.py", line 89, in _use_grad
    ret = func(self, *args, **kwargs)
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/optim/adamw.py", line 216, in step
    has_complex = self._init_group(
  File "/home/mburu/.local/lib/python3.8/site-packages/torch/optim/adamw.py", line 159, in _init_group
    state["exp_avg_sq"] = torch.zeros_like(
torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 400.00 MiB. GPU 0 has a total capacity of 7.79 GiB of which 400.44 MiB is free. Including non-PyTorch memory, this process has 7.39 GiB memory in use. Of the allocated memory 7.22 GiB is allocated by PyTorch, and 42.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
Trial 2 failed with value None.


----------------------------------------------------------------------------
Training SAINT Vesion 1 with Dataset: config/sensory.yml 



----------------------------------------------------------------------------
 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/sensory.yml', data_parallel=False, dataset='Sensory', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='SAINT', n_trials=1, nominal_idx=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], num_classes=1, num_features=11, num_idx=None, num_splits=5, objective='regression', one_hot_encode=True, optimize_hyperparameters=True, ordinal_encode=False, ordinal_idx=None, scale=False, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Sensory...
Dataset loaded! 

X b4 encoding : [1 1 1 1 1 1 3 3 1 2 1] 

(576, 11)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
Ordinal Idx: None
Cat Dims: None 
 

Normonal Idx: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
Cat Idx Part II: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] 
ENDE 
 

X after Nominal Encoding: [1 1 1 1 1 1 3 3 1 2 1] 
 

X after Scaling: [1 1 1 1 1 1 3 3 1 2 1] 
 

One Hot Encoding...
X after One Hot Encoding: [1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0.] 
 

args.num_features: 36
args.cat_idx: None
Cat Dims: []
New Shape: (576, 36)
False 
 

Using an existing study with name 'SAINT_Sensory' instead of creating a new one.
In get_device
Using dim 32 and batch size 128
In get_device
Using dim 32 and batch size 128
Epoch 0 loss 157.9536895751953
Epoch 1 loss 129.45501708984375
Epoch 2 loss 103.60535430908203
Epoch 3 loss 77.46873474121094
Epoch 4 loss 51.57095718383789
Epoch 5 loss 27.98708152770996
Epoch 6 loss 9.570525169372559
Epoch 7 loss 0.8439988493919373
Epoch 8 loss 3.4184341430664062
Epoch 9 loss 6.8963727951049805
Epoch 10 loss 0.9075588583946228
Epoch 11 loss 0.9328331351280212
Epoch 12 loss 1.4099938869476318
Epoch 13 loss 1.818080186843872
Epoch 14 loss 0.6605029702186584
Epoch 15 loss 0.543181836605072
Epoch 16 loss 0.7425288558006287
Epoch 17 loss 1.135871171951294
Epoch 18 loss 0.8236891031265259
Epoch 19 loss 0.6069977879524231
Epoch 20 loss 0.6837919354438782
Epoch 21 loss 0.8366010189056396
Epoch 22 loss 0.8223984837532043
Epoch 23 loss 0.7216964960098267
Epoch 24 loss 0.7108559608459473
Epoch 25 loss 0.7246817350387573
Epoch 26 loss 0.794975221157074
Epoch 27 loss 0.7476077079772949
Epoch 28 loss 0.6898257732391357
Epoch 29 loss 0.7749541401863098
Epoch 30 loss 0.7973958849906921
Epoch 31 loss 0.7222722768783569
Epoch 32 loss 0.7093767523765564
Epoch 33 loss 0.7366235852241516
Epoch 34 loss 0.7630892992019653
Epoch 35 loss 0.791163980960846
Epoch 36 loss 0.7390769124031067
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 0.5431818751401116, 'MSE - std': 0.0, 'R2 - mean': 0.011588584889909659, 'R2 - std': 0.0} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 170.83901977539062
Epoch 1 loss 141.28941345214844
Epoch 2 loss 114.34818267822266
Epoch 3 loss 88.28504943847656
Epoch 4 loss 62.75249481201172
Epoch 5 loss 38.7192497253418
Epoch 6 loss 18.14984130859375
Epoch 7 loss 4.48216438293457
Epoch 8 loss 0.8607417941093445
Epoch 9 loss 4.830352783203125
Epoch 10 loss 4.510122299194336
Epoch 11 loss 1.000226616859436
Epoch 12 loss 0.7753728032112122
Epoch 13 loss 1.686679720878601
Epoch 14 loss 1.311894178390503
Epoch 15 loss 0.7311544418334961
Epoch 16 loss 0.7290767431259155
Epoch 17 loss 0.8783854246139526
Epoch 18 loss 1.0323829650878906
Epoch 19 loss 0.8885695338249207
Epoch 20 loss 0.7772191166877747
Epoch 21 loss 0.768672525882721
Epoch 22 loss 0.8011879324913025
Epoch 23 loss 0.8862846493721008
Epoch 24 loss 0.8715576529502869
Epoch 25 loss 0.7773503065109253
Epoch 26 loss 0.7761971354484558
Epoch 27 loss 0.8448435664176941
Epoch 28 loss 0.8906775116920471
Epoch 29 loss 0.7992619872093201
Epoch 30 loss 0.7861462235450745
Epoch 31 loss 0.8508669137954712
Epoch 32 loss 0.8309486508369446
Epoch 33 loss 0.8144045472145081
Epoch 34 loss 0.8066270351409912
Epoch 35 loss 0.807163655757904
Epoch 36 loss 0.8103137016296387
Epoch 37 loss 0.8249287009239197
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 0.6361293201303546, 'MSE - std': 0.09294744499024299, 'R2 - mean': 0.01214078954100739, 'R2 - std': 0.0005522046510977319} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 171.1187744140625
Epoch 1 loss 143.92520141601562
Epoch 2 loss 118.96224212646484
Epoch 3 loss 93.13963317871094
Epoch 4 loss 66.88204193115234
Epoch 5 loss 41.22257614135742
Epoch 6 loss 18.669734954833984
Epoch 7 loss 3.796322822570801
Epoch 8 loss 1.3318449258804321
Epoch 9 loss 6.911254405975342
Epoch 10 loss 4.476626873016357
Epoch 11 loss 1.3910013437271118
Epoch 12 loss 0.714005172252655
Epoch 13 loss 2.0476691722869873
Epoch 14 loss 1.247012972831726
Epoch 15 loss 0.6859322786331177
Epoch 16 loss 0.6887988448143005
Epoch 17 loss 0.9529054760932922
Epoch 18 loss 1.146128535270691
Epoch 19 loss 0.8932653665542603
Epoch 20 loss 0.7289081811904907
Epoch 21 loss 0.7624462246894836
Epoch 22 loss 0.9228391647338867
Epoch 23 loss 0.9273738265037537
Epoch 24 loss 0.804111897945404
Epoch 25 loss 0.7993605732917786
Epoch 26 loss 0.9100539088249207
Epoch 27 loss 0.9323551058769226
Epoch 28 loss 0.8228688836097717
Epoch 29 loss 0.7849933505058289
Epoch 30 loss 0.8310096859931946
Epoch 31 loss 0.8562827110290527
Epoch 32 loss 0.8758133053779602
Epoch 33 loss 0.8610262274742126
Epoch 34 loss 0.7905014753341675
Epoch 35 loss 0.7933658361434937
Epoch 36 loss 0.8960179686546326
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 0.6527302837215131, 'MSE - std': 0.0794397193125251, 'R2 - mean': 0.009558913409889421, 'R2 - std': 0.003679056314328812} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 164.83140563964844
Epoch 1 loss 136.3755645751953
Epoch 2 loss 111.0422592163086
Epoch 3 loss 85.95507049560547
Epoch 4 loss 60.26499557495117
Epoch 5 loss 35.34346008300781
Epoch 6 loss 14.550151824951172
Epoch 7 loss 2.3208091259002686
Epoch 8 loss 2.1405317783355713
Epoch 9 loss 6.824856281280518
Epoch 10 loss 2.4075427055358887
Epoch 11 loss 1.7065680027008057
Epoch 12 loss 1.0143948793411255
Epoch 13 loss 1.9021662473678589
Epoch 14 loss 0.9803622364997864
Epoch 15 loss 0.7938328981399536
Epoch 16 loss 0.7927858829498291
Epoch 17 loss 1.0852521657943726
Epoch 18 loss 1.1235336065292358
Epoch 19 loss 0.8372179269790649
Epoch 20 loss 0.7764941453933716
Epoch 21 loss 0.8555107712745667
Epoch 22 loss 1.0428181886672974
Epoch 23 loss 0.9577521085739136
Epoch 24 loss 0.8224285840988159
Epoch 25 loss 0.8206939101219177
Epoch 26 loss 0.8935466408729553
Epoch 27 loss 0.9561447501182556
Epoch 28 loss 0.8826923966407776
Epoch 29 loss 0.8298918604850769
Epoch 30 loss 0.8242132663726807
Epoch 31 loss 0.8994543552398682
Epoch 32 loss 0.9144234657287598
Epoch 33 loss 0.8407925963401794
Epoch 34 loss 0.8388789296150208
Epoch 35 loss 0.8862272500991821
Epoch 36 loss 0.8660991787910461
Epoch 37 loss 0.8593569397926331
Epoch 38 loss 0.8821835517883301
Epoch 39 loss 0.8664385676383972
Epoch 40 loss 0.8554120063781738
Epoch 41 loss 0.8460919857025146
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 0.6836713213631302, 'MSE - std': 0.08720691018697699, 'R2 - mean': 0.00957686917694281, 'R2 - std': 0.0031863080126870117} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 155.84666442871094
Epoch 1 loss 125.18025207519531
Epoch 2 loss 97.91268920898438
Epoch 3 loss 71.16129302978516
Epoch 4 loss 45.25202560424805
Epoch 5 loss 22.295530319213867
Epoch 6 loss 5.924234390258789
Epoch 7 loss 0.6361469626426697
Epoch 8 loss 4.974465370178223
Epoch 9 loss 4.93055534362793
Epoch 10 loss 0.7989677786827087
Epoch 11 loss 0.6820577383041382
Epoch 12 loss 1.4900240898132324
Epoch 13 loss 1.2274776697158813
Epoch 14 loss 0.6015790104866028
Epoch 15 loss 0.6066190600395203
Epoch 16 loss 0.6839054226875305
Epoch 17 loss 0.9033861756324768
Epoch 18 loss 0.7626240253448486
Epoch 19 loss 0.6139999628067017
Epoch 20 loss 0.6334511637687683
Epoch 21 loss 0.7331003546714783
Epoch 22 loss 0.7184096574783325
Epoch 23 loss 0.6676763892173767
Epoch 24 loss 0.6486159563064575
Epoch 25 loss 0.690911591053009
Epoch 26 loss 0.6973132491111755
Epoch 27 loss 0.6728376150131226
Epoch 28 loss 0.6922759413719177
Epoch 29 loss 0.6642539501190186
Epoch 30 loss 0.6581844687461853
Epoch 31 loss 0.658202052116394
Epoch 32 loss 0.7039087414741516
Epoch 33 loss 0.6955437660217285
Epoch 34 loss 0.657608687877655
Epoch 35 loss 0.6773075461387634
Validation loss has not improved for 20 steps!
Early stopping applies.
{'MSE - mean': 0.6672528706724494, 'MSE - std': 0.08463036239918187, 'R2 - mean': 0.00799069164959485, 'R2 - std': 0.004264491012351358} 
 

Finished cross validation
Hyperparam was saved!!! Hurrah!!!
Trial 1 finished with value: 0.6672528706724494 and parameters: {'dim': 32, 'depth': 6, 'heads': 4, 'dropout': 0.4}. Best is trial 1 with value: 0.6672528706724494.
Best parameters: {'dim': 32, 'depth': 6, 'heads': 4, 'dropout': 0.4}
In get_device
Using dim 32 and batch size 128
In get_device
Using dim 32 and batch size 128
Epoch 0 loss 176.63253784179688
Epoch 1 loss 154.7583770751953
Epoch 2 loss 132.97036743164062
Epoch 3 loss 109.48834991455078
Epoch 4 loss 84.32621002197266
Epoch 5 loss 57.92574691772461
Epoch 6 loss 32.311588287353516
Epoch 7 loss 11.337569236755371
Epoch 8 loss 0.9349083304405212
Epoch 9 loss 4.005646228790283
Epoch 10 loss 7.935406684875488
Epoch 11 loss 0.5937283039093018
Epoch 12 loss 0.66630619764328
Epoch 13 loss 2.1717944145202637
Epoch 14 loss 1.4966167211532593
Epoch 15 loss 0.545211911201477
Epoch 16 loss 0.553051769733429
Epoch 17 loss 1.045950174331665
Epoch 18 loss 1.077221155166626
Epoch 19 loss 0.6907438635826111
Epoch 20 loss 0.6329242587089539
Epoch 21 loss 0.789914071559906
Epoch 22 loss 0.9197695255279541
Epoch 23 loss 0.7654888033866882
Epoch 24 loss 0.7075091600418091
Epoch 25 loss 0.730987548828125
Epoch 26 loss 0.7735409140586853
Epoch 27 loss 0.7512754201889038
Epoch 28 loss 0.7364070415496826
Epoch 29 loss 0.7856436371803284
Epoch 30 loss 0.7331332564353943
Epoch 31 loss 0.7441027164459229
Epoch 32 loss 0.7657557725906372
Epoch 33 loss 0.7535547614097595
Epoch 34 loss 0.7429279685020447
Epoch 35 loss 0.7258043885231018
Epoch 36 loss 0.7596397399902344
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 0.545211853909591, 'MSE - std': 0.0, 'R2 - mean': 0.007894694721598983, 'R2 - std': 0.0} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 170.2359161376953
Epoch 1 loss 142.51356506347656
Epoch 2 loss 116.76490783691406
Epoch 3 loss 90.98277282714844
Epoch 4 loss 64.50782775878906
Epoch 5 loss 38.52226257324219
Epoch 6 loss 16.220401763916016
Epoch 7 loss 2.581508159637451
Epoch 8 loss 2.1894330978393555
Epoch 9 loss 7.096517086029053
Epoch 10 loss 1.4420157670974731
Epoch 11 loss 1.724307894706726
Epoch 12 loss 1.489614486694336
Epoch 13 loss 1.6999493837356567
Epoch 14 loss 0.7428449392318726
Epoch 15 loss 0.7551950812339783
Epoch 16 loss 0.8715595602989197
Epoch 17 loss 1.1264309883117676
Epoch 18 loss 0.8974926471710205
Epoch 19 loss 0.7359286546707153
Epoch 20 loss 0.7706263065338135
Epoch 21 loss 0.8848661780357361
Epoch 22 loss 0.8701696395874023
Epoch 23 loss 0.8009769916534424
Epoch 24 loss 0.7737545967102051
Epoch 25 loss 0.7829298973083496
Epoch 26 loss 0.8021162748336792
Epoch 27 loss 0.853745698928833
Epoch 28 loss 0.8466341495513916
Epoch 29 loss 0.8039785027503967
Epoch 30 loss 0.7841314673423767
Epoch 31 loss 0.8373414278030396
Epoch 32 loss 0.8238595128059387
Epoch 33 loss 0.7686622142791748
Epoch 34 loss 0.796095609664917
Epoch 35 loss 0.8531404137611389
Epoch 36 loss 0.7952401638031006
Epoch 37 loss 0.7775617241859436
Epoch 38 loss 0.8112180829048157
Epoch 39 loss 0.8562902808189392
Epoch 40 loss 0.7495646476745605
Validation loss has not improved for 20 steps!
Early stopping applies.
Saved Losses
{'MSE - mean': 0.640570107856496, 'MSE - std': 0.09535825394690506, 'R2 - mean': 0.005654669455312233, 'R2 - std': 0.0022400252662867493} 
 

In get_device
Using dim 32 and batch size 128
Epoch 0 loss 158.63624572753906
Epoch 1 loss 131.51663208007812
Epoch 2 loss 105.32762908935547
Epoch 3 loss 79.09117889404297
Epoch 4 loss 53.688392639160156
Epoch 5 loss 29.915979385375977
Epoch 6 loss 10.985301971435547
Epoch 7 loss 1.2775989770889282
Epoch 8 loss 2.990358591079712
Epoch 9 loss 7.023476600646973
Epoch 10 loss 1.3225027322769165
